,tweet,label
1238,"Gausah dikeluarin yang, kasian takut ada calon anak presiden nanti",fear
1239,terkejut ingat nak mati dah rupanya nak tidor ja hahahaha,surprise
1240,"Muak sdh kita melihat sistim penegakan hukum saat ini, semena mena menindas rakyat kecil, sdgkan yg kakap banyak yg bela?",disgust
1241,"Walaupun ada kata ""maaf"" dan bukan aku yg ditanya, tapi aku tersinggung, sakit hati bacanya",anger
1242,"Dah mabok nabrak org sampe meninggal, ngamuk ngamuk pula Ngeri banget eh org jaman sekrng",fear
1243,Provokator bapak moyangmu anjing kurap?? Wajar kalau kami tersinggung kalau rumah ibadah kami du rusak... Anjing bahlul lo..,anger
1244,"Banyak duka yg hanya disimpan sendiri hanya untuk memenuhi '2020 ini aku harus bahagia, opo wae sing marai bahagia dilakoni'",sadness
1245,"Saat itu.. Di shelter 3 gunung kerinci.. 19 tahun yang lalu.. Ketika itu aku mulai memikirkanmu, kagum, terpesona.. Dan membawamu pulang...",surprise
1246,"Nah itu aing kalo sayang org gk main2, cuman kalo dah kecewa maaf2 aja hehe mau bertahun2 juga aing gk perduli, sama sebaliknya pasti",sadness
1247,"Mimpi pergi supermarket beli macam barang ingredients semua, semangat nak buat cookies bagai, Last2 terbangun semuanya mimpi. Sedih betul",sadness
1248,"""Serius vin ihh"" ia akhinya menggerutu kesal karena merasa saya permainkan pertanyaannya. ""Ga kehatean aja"" Dengan senyum tipis saya ucapkan. ""Aneh banget,udah ahh aku kesana dulu"" akhirnya ia pergi bertegur sapa dengan teman yang lain lagi.",anger
1249,Yg kaya gini ttp aja masih banyak yg benci. Heran aing,surprise
1250,Aww merasa malu wkwk,sadness
1251,Makanya sekarang aku paling muak ngeliat acaranya dan pemandu acara Si apapun temanya.. selalu yg di pojokkan Pak Jokowi/pemerintah,disgust
1252,INI TUH EFEK SAMPINK TERLALU GUGUP CUHH GAADA SANGKUT PAUTNY W HOBI NGATAIN,fear
1253,bila kw menangis hatiku pun bersedih. bila kau senang htku pun berbunga. bila kw gelisah htku pn bergejolak. ini semua karena. kita SEHATI,joy
1254,"I feel the same,biarpun skrg msh belum gajian,tp smnjk mulai kerja my mom sering buat wishlist ntr dia kalo aku udh start gajian ,rasany senang campur sedih ,senang krn mama selalu berdoa agar anaknya kerja sebagus dan setinggi mungkin , sedih krn liat wishlistnya byk bgt :|",joy
1255,"Yg jelas-jelas ajala gausah banyak bertele-tele, Malah jadi risih nantinya.",disgust
1256,"hahaha kalau u xpe, meh la borak lagi hahahaha, jaga2 ya... i think he likes u, jgn terkejut terbangun pukul 3 pagi ada yg gigit kaki I",joy
1257,BANGGA GUE PLS,joy
1258,"Aku dpt call dr ank sulong arwah ptg semlm sgt terkejut, bila dia beritahu ""abg as... Ayah dh takde"" baru masuk hari y ke 11 aku berhenti kerja ak dpt tahu pesakit yang aku jaga setahun lebih dh takde..Allahu..aku sllu ingat y hari terakhir aku kerja, arwah menangis seolah -",surprise
1259,malu bngtt [nutup muka],sadness
1260,Syukur alhmdulilah..termakbul doa,joy
1261,Ada yang susah masih tersenyum Ada yang lelah tapi tak kerasa Ada yang bersedih tak ada yg peduli Ada yang kesal hanya memendam Ada yang mbatin tapi membisu Ada yang berusaha tapi sendiri Ada yang kejam tapi orang terdekat Ada yang tak peduli tapi tak disangka.,surprise
1262,"Keren nih, siapa yg nge tweet? Yg likes dan retweet banyak ya. Semua sangat agamais dan mudah tersinggung. Anyway, Indonesia 85% - nya muslim, gimana mau anti Islam? Menurut malah kurang kontra, masih banyaknyg diem2 aja kalau ada pengrusakan dll.",anger
1263,Bener Tl gue ga kondusif lagi Aku kesal banyak kemakan ramalan yang belom tentu 100% bener,anger
1264,"Udah kek wota aja tiap kali ada member potong rambut langsung terpesona , coba pap kaka kmu drun",surprise
1265,"saya amat sangat kecewa dgn penanganan yg saya terima. Semua manusia ada batasannya, tapi kalau hanya untuk tau dimana paket saya, menyampaikan complaint saya sebaik-baiknya despite ketidakpastian berjam-jam, telfon saya dgn tidak sopan dimatikan secara tiba2 saat bicara",sadness
1266,pdhl aku cocok sama ono km benci aku krn aku rebut ono kan!!!!!!!!! jaWAB FIKA,anger
1267,Syukur deh kamu sadar sekarang suda pagi. Aku sungguh bahagia,joy
1268,perform is amazing .... terpesona dengan gerakan dance nya yang benar-benar ngikutin irama ditambah nuansa panggung nya,surprise
1269,"jauh apa?aku kt penang bodoeee,kecewa aque dngn kamue",sadness
1270,"itu knp gue benci bgt. mrk yg enak kita yg sengsara,ga sbntr buat nyembuhin ini,gue hrs nunda pendidikan bahkan ngerelain gaikt tes STAN krn ada tes kesehatan&amp;fisik yg ga mgkn bgt bs lolos saat itu. hak kalian si mau ngerokok,tp perna mikir ga kl dampak ke org lain separah itu?",anger
1271,Makanya jgn naruh harapan sm org jd kecewa kan Pdhl ak jg gt,sadness
1272,"""aduh aduh aduh ponakan om yang paling ganteng yang besok mau disunat, sini ditepuk tepuk dulu"" ""jangan kenceng kenceng bang, anak gue lagi gugup banget ini""",fear
1273,Muak bangets gue sama gayanya si BANGSAT ini......SUE LU JOK,anger
1274,"Cewek kalo kecewa mulutnya aja yg jahat, padahal mah hatinya nangis.",sadness
1275,"Bang, Martabak 1 ya Yang manis apa Yang telor Gak usah Yang Yangan deh, kitakan ga ada hubungan apa2, risih tau di gituin ... Bodo amat... Bngsaatttttt",anger
1276,Gua ga pernah liat lu kasih emot kek gitu mangkannya jijik,disgust
1277,"Aku kira ini hanya akan terjadi dengan teman temanku di Sulawesi, Kalimantan dan lainnya. Aku merasa lucu tapi sedih",joy
1278,"Kemudian saya sholat. Setelahnya, rasanya saya menjadi lebih tenang. Amarah, rasa kesal, rasa kecewa dan marah mulai melunak. Kemudian saya menghampiri ibu lagi. Setelah berbincang cukup lama. Walaupun saya tidak sampai menceritakan semua masalahnya. Itu membuat saya sangat lega.",anger
1279,Menangis bahagia melihat ini huwaaaah gk tau hamidunnya eeeh pas publis tau tau dah gendong baby girl omaigaat Congrats! So happy for both of you ozil nuuurrr,joy
1280,"Pft aku ga berharap mereka balikin awardnya buat daniel, krn itu impossible. Cuman kalian itu sadar diri dikit kek, gamalu apa jadi bahan ketawaan? Abis bikin trending sampis yg ternyata bukan daniel yg nerima award, skrg idol kalean yg dpt award gantiin idol lain. Karma ngeri ya",fear
1281,takut tidur sama guling,fear
1282,kalo makan martabak mbok ya atas bawah sekalian gt jangan dilepasin satu-satu gt risih liatnya (?),disgust
1283,Mindset taknak muntah jelah. Penat ah nak muntah bagai orang dahla penat dah,disgust
1284,"Sad, kecewa coba bikin egg tart bel, siapa tau nanti sungjin muncul",sadness
1285,katanya baguus ya? pengen nonton tp gara-gara liat cuplikannya ada yg bacok pala jd ngeri,fear
1286,"Menghitung Januari pada tiap enam puluh menit yang berlalu dengan sesal, enam puluh menit yang akan datang dengan cemas, tapi waktu memaksa hidup dalam enam puluh menit yang sedang berjalan.",fear
1287,Jangan sampai umat islam murka kelar hidup loe,anger
1288,Terkejut i,surprise
1289,HAHAHAHA DAH WEH. WEH FON JATUH ATAS BIBIAQ AKU. TERKEJUT,joy
1290,"pokoknya si mba2 farmasi itu ada mslh sm temennya bukan sama dia trus dia jg ngebongkar aib mba2 farmasi gt. Dan di ss an chat juga, awalnya yang salah adalah tmnnya mba kasir. Makannya mba farmasi murka. Pokoknya mba kasir sm mba farmasi sm aja klakuannya",anger
1291,"Ni kebiasaan bgt nih tiap mau ke tempat baru pasti overthinking, cemas berlebihan.",fear
1292,"Awas, jangan terlalu mencintai nanti jadi benci",fear
1293,Syukur kaga ada. Udh deg2an,joy
1294,"Yg seharusnya tidak terlalu tersinggung kalau disebut azab, karna definisi azabnya udah ga jelas seperti ini. tidak sepesifik sebabnya dan tidak ada benang merahnya antara sebab dan akibat, yang tidak merasa berbuat kesalahan juga ikut tersinggung.",anger
1295,"HAMPIR SEMUA cowok BERHASIL MEMBUAT AKU MUAK, MAAF.",disgust
1296,hidup ni penat,disgust
1297,Sedih klo ga mutualan ama kmu,sadness
1298,MALEM MALEM BIKIN TERKEJUT,surprise
1299,"Mungkin tiga sampai empat lagu, satu lagu ditambah dance juga kalau mood sedang bagus. Wah, pasti senang, dong. Nggak perlu bayar tapi bisa nonton konser eksklusif. Bagus kalau begitu.",joy
1300,"Pernah suka sebelum duka, Pernah tertawa sebelum semuanya terluka, Pernah bahagia sebelum corona ada, Tuhan hanya ingin mengingatkan kita agar kita kembali kepadanya.",sadness
1301,"Udah biasa kalo malu-maluin, Kak!",anger
1302,kalo gw sebutin banyak yg akan tersinggung krna gw jga kehilangan sumber bahan bacaan dan satu lg simpatisannya jga bnyak takut gw kena bacot,anger
1303,wajib sujud syukur ini,joy
1304,"Wanita luar biasa yang selalu mengajarkan ilmu ikhlas, ilmu perjuangan, membantu tanpa pamrih, tak mau dikasihani. Intinya selalu mengajarkan berjuanglah untuk apa yg kau harapkan. Maaf sampai akhir hayatmu kita masih hidup sengsara, aku blm bisa memberikan ...",sadness
1305,"Bikin yg ada aj kak, klo gada jgn dipaksa nanti kecewa",sadness
1306,"Negara lain memilih lockdown dengan mengorbankan ekonomi, di sini justru terbalik dengan mengorbankan kemanusiaan... Sedih, WNA asing masih bisa masuk, konflik horizontal pemudik x pemukim, kebijakan lempar batu sembunyi tangan...",sadness
1307,maintenance la pulak terkejut ler tu banyak yuyu join main hahahhahaa..,joy
1308,"Reporter aja terpesona, apalagi saya manusia biasa yg cuma hobi rebahan",surprise
1309,"Ngeri banget yg pacaran mah bentukannya begini. Mnding mblo aj k xixixi,,",fear
1310,"dimana kabar bohong?yg benci itu yg merusak tempat ibadah umat islam, kristen protestan radikal mengatasnamakan Laskar manguni tuama minahasa...paham kau!!!? kalau kau banyak bacot jangan2 memang kau salah satu orang minahasa di perantauan atau akun yg menyamar",anger
1311,risih ciriwit kimi. hih!!,disgust
1312,Kalo ngga tahun ini ya tahun depan lah dicabut nyawanya dia...biar ga bikin sengsara orang byk...aamiiinn...,anger
1313,"sebel juga fliss sama temen w,dia awal pas pembagian nem smp sedih nem e kecil,pas ppdb nangis2 takut ga keterima dimana2,eh akhirnya dia pake jalur kjp tapi sombong nya minta ampun ini yang membuat ak kesal hikss",anger
1314,Gue baru sadar. Ini sedih banget liat ava sendiri wkwk,sadness
1315,Aku juga lg rewatch ini makin terpesona sama ketampanan dan kharisma Dr Cha,surprise
1316,"Palingan juga begitu penjelasan aparat. Tak heran Klo ada yg bakar Quran, melukainya atau membunuh ulama. Gangguan jiwa!! Selesai. Umat Islam sabar",anger
1317,Rasa bangga jap ambik acca tengok financial statement duck ni,joy
1318,Malu bossku,sadness
1319,aku ramal cebi bakalan kesal &amp; ngata ngatain durex,anger
1320,"Uhhuuukkkkk... Ikut senang dong Neng, Akaaang... Bahagia selalu ya, Kang.. GBU.",joy
1321,"Eh tapi tadi kepikiran ""oh iya bisa aja ya mereka udah muak sama kuliah"" kaya gua",disgust
1322,"Dulu biasa-biasa aja terus di bilang risih kemudian di blok, cobaan dari mana lagi coba skripsi aja belum kelar terys di blok lengkap sudah penderutaan.",disgust
1323,"Gue selalu muak kalo baca kalimat itu. Kaya seolah-olah gue itu salah banget dan harus ngerasain jadi orang tersebut. Tapi giliran gue udah nyoba buat mengerti dan memahami, orang itu kaya tai.",disgust
1324,"Sebenarnya target utamanya bukan kalian. Hanya saja karena si target sedang jauh dari jangkauan, ia jadi kesal. Kebetulan ia juga kurang suka dengan keluarga kalian karena dekat dengan si target. Karena itu sasarannya berubah haluan menjadi keluargamu Pul.",anger
1325,"... So pstix ada yg berani, knpa ksih kesal ahha cocok cwek itu hrus dapet. Pastix ada yg sudah menyerah n msih hidup.",anger
1326,Waah syukur deh kaak.^OV,joy
1327,wah saya bangga dgn kegigihan kamu,joy
1328,NGAKAKKKK JIJIK,disgust
1329,Tapi ternyata diamku membuat semuanya bertanya2 bahkan membuat tersinggung orang lain,anger
1330,Gpp mek yang penting lu seneng matinya sengsara,anger
1331,Disalahin mulu duka nya,sadness
1332,"Pembatasan sosial berskala besar, darurat sipil lah...Jancuk..! Rakyat udah capek ngadepin badai pandemi yg merontokkan semua sendi kehidupan ekonomi dan sosial, skrg ditambah kelakuan pemimpinnya yg bikin muak. Enough ia enough!",disgust
1333,YAAALLAH AKU BANGET!!! auto merepet repet ibu ku kesal,joy
1334,gue sangat bangga dengan tangan nya ):,joy
1335,"nak duit untuk pakai konvo, esok diorg last payment, rm 250 dapat tu pun dah rasa bersyukur, Kalau laa ada orang nk tolong untuk konvo kita allhamdulilah. syukur selalu...",joy
1336,ishhh.... ya bener sih..... tapi kesal,anger
1337,Ngeri anjir si Charlotte :'(,fear
1338,Kalo kecewa inget pas lagi seneng bareng,sadness
1339,Anak broken home itu selalu berusaha menciptakan senyuman dibibirnya walau sebenarnya hati nya sedang sakit dan kecewa,sadness
1340,Tanda dia dh penat,disgust
1341,"Doi pulang, rasanya seneng tp sedih. Smg slamet sampe tujuan, terhindar dr virus virus ala.",sadness
1342,Subhanallah bapak ini kayaknya buta mata dan buta map ini ngeles alasan orang goblok heran orang seperti ini kok bisa jadi pejabat...semoga pejabat tdk pemikiran ordebaru hidup suka hati menghancurkan negara,surprise
1343,1 pengusaha moral meyakini bahwa masyarakat terdiri dari pluralitas pemahaman apa yg terbaik. namun apa yg terbaik versi pengusaha moral dapat diciptakan bahkan untuk tujuan oportunis. ngeri bat!,fear
1344,Sendiri dengan rasa ini Sendiri dengan duka ini Karna aku hanya menunggu Rasa ini hilang Untuk tidak mengharapkan mu Terlalu jauh,sadness
1345,"Jangan menunggu bahagia untuk tersenyum, tetapi tersenyumlah untuk bahagia.",joy
1346,"kalo komentar itu jangan nebak2. kalo sange nya sampe grepe sembarang orang, iya jijik. ngeliat orang ngetwit sange langsung jijik? ckck lu yg munafik kek hidup di jaman batu",disgust
1347,sejenak lupakan penat dan gelisah hati me,disgust
1348,Nanti saya murka,anger
1349,Iya aku maafin aku mikirnya juga toh cuman temen ini tapi makin lama makin ngerasa dia nyoba deketin aku lagi dari yang tahun baru kemaren dia ngajak main tiba tiba udah nyusul tanpa persetujuan aku yaudh aku iyain aja tapi makin lama makin risih aja gitu,disgust
1350,"Hiii sama. Kayak gemes bgt ga sih mbak, murka bgt sampe gatau mau gimana lagi",anger
1351,"Kalo aku sama kakak sepupu, aku exol dia army. Tapi ya syukur aja karna yg ngajak ngobrol duluan dia haha, bahkan kmrn berita ttg chen dia yg nanya2 mulu",joy
1352,Takut ditagih utang,fear
1353,manis g senyum mm,joy
1354,Malu anjirr,sadness
1355,Syukur dah 19 buat cara 19. Happy birthday acap,joy
1356,Hehe syukur kalau suka,joy
1357,"wanita ga suka cowo yang = jorok, pelit, gugup, sombong, kasar, agresif, penilai, ribe dan tukang keluh",fear
1358,"Ya gmn gak muak sih, giliran dah percaya bgt sm seseorang, akhirnya dibohongin jg, like asdhfkdlsllkl???!!!",anger
1359,"Aku mendengar perbincangan rekan kerja ku yang beda bagian pagi ini muak sekali, astagfirullah Ya Allah maaf",disgust
1360,soalnya aku emang lucu banget.... terus malu sendiri,joy
1361,"""WAH! ANAK MANE LU?!"" kesal pisang ambon sambil menaikan suaranya, menunjukkan bahwa ia kesal saat ini ""BARU SEHARI DISINI DAH BELAGU LU. MAU GUE OSPEK?!"" tantang pisang ambon sembari memasang mimik marah ""hajaaar mbon. Cekek aja cekek"" kompor si kepok",anger
1362,Dok saya lihat akun orang luar dgn centang biru terheran2 kenapa bisa indonesia tidak ada sama sekali..2 akun.. saya juga heran sebenarnya..malah jadi khawatir sebenarnya..,fear
1363,Hitler juga tampangnya kaya Chaplin. Pinokio apalagi lucu tapi buat rakyat sengsara.,anger
1364,"Masih! Temen gue dimaki-maki perkara bilang bikin scramble egg liat di utube chef terkenal bukan chef abal2, dia tersinggung",anger
1365,Boleh ga disini aja until tomorrownya soalnya aduh di ig tuh bisi malah terpesona gt ternyata aku udah byutipul dari dulu.. nih foto dikirimin tybo gilasih ga ngerti lagi kerudung nya hits banget..,surprise
1366,"Pastinya, keduanya telah melalui berbagai macam suka, duka, senang, sedih, dan ratusan kenangan yang dibuat bersama. Marilah kita undang mereka berdua untuk naik ke atas panggung, agar dapat menyampaikan perasaan mereka ke satu sama lain. (c.)",sadness
1367,"Waduhhh baru tau...... Bang Zombie rajin menabung juga ya Maaf bang, sy lagi senang hati",joy
1368,Hahaha. Partey memang sedap. Dia punya level tak takut tu macam Bailly. Tapi versi tak senang injured.,fear
1369,"Guys i need your help for now. Kawan aku ada tertipu dgn numbr ni, dia ckp mak bpk dia meninggal tah apa pastu pinjam duit dkt kawan aku, bila dh bg dia terus block. Ada sapa2 kenal numbr ni tak? Kalau ada tlg slide dkt dm hati2 tau jgn pakai nama mak bapak demi duit. Derhaka",surprise
1370,Jijik parah anying,disgust
1371,"Klo dari ketinggian suka takut tiba2 loncat pengen nyobain jatoh (gatau lah ini aneh bgt), ayam, ikan hidup yang keluar dari air terus loncat2 (geli sih), kecoa terbang",disgust
1372,"Akhirnya Hanum menggoncang-goncangkan tubuh Angga yang berada di sisi kiri. Ngggaaa.. bangun Nggaa. Hmmm. Ngggaaa bangun dong dek, ehlah. Gerutu Hanum. Angga mulai membuka matanya yang masih terasa berat, menatap Hanum kesal. Apa sih mbak?",anger
1373,"Maunya gitu. Tapi karna ogut tim eek jongkok jadi kalo buat tdr di wc ngeri kesemutan smpe keram:""",fear
1374,Hahaha. Partey memang sedap. Dia punya level tak takut tu macam Bailly. Tapi versi tak senang injured.,joy
1375,Kata orang2 kantor biasanya mah &gt;11% tp tahun ini cuma 7.5an persen pdhl itu aja ku udah bersyukur sekali eh pas dikasihtau gt jd agak kesal krn itu kan buat setahun kedepan wkwk tp yaudah gpp ._.,anger
1376,"Aku tahu bang Jerome bisa! Semangat! Hadapi dengan santai, kalau gugup ntar malah ga nyaman ._.",fear
1377,Wak gara-gara ko cakak jo tetangga kos wak ma da. Wak suruah bunuah anaknyo. Kesal wak,anger
1378,Takut menceburkan diri ahh ke laot saking lamanya ngejomblo,fear
1379,"Who knows karena aku atau dia sendiri (?) Yg jelas, ketika aku merasa tersinggung, I told him/her that Im offended by this word. Aku bilang baik2 dengan kata maaf. Ternyata, bukannya dia minta maaf, justru menjauh setelah itu.",anger
1380,ngeri yah wkwkwk,fear
1381,aku kira aku saja yang kesal,anger
1382,"Niat mo masak lauk buat saur ehh tetiba gasnya abis. Sial. Untung gw jenius pny byk akal,jadilah ceplok telor di rice cooker awokwowkwowk berhasil dan enak dong tentunya. Duh rasanya bangga bgt aku jadi diri aku ini.",joy
1383,Mula tak muak dah lama lama muak,disgust
1384,"Maaf ya udah bikin kamu cemas, akun kamu terindikasi aktivitas mencurigakan pastiin kamu udah sesuai ama syarat dan ketentuan Shopee ya. Tenang yah, mimin bantu cek. Yuk DM mimin username ama email aktif kamu ya. Mimin tunggu",fear
1385,"Gua lebih heran nya ke elu, ngapain nanyain ini coba?",surprise
1386,Heran deh kok ya kesalahan org tuh di bahas2 aja di korek trs sampe dalem? Semua org pnya kesalahan di masa skrg maupun di masa lalu. Chill.,surprise
1387,Ngeri ah kalo mantep2,fear
1388,"Sekarang aku pengen ngajak kalian army, yang lihat tulisan ini buat donasi, atau sekedar follow aja dulu. Lihat cerita mereka. Suka duka nya mereka. Suatu saat kalo ada rejeki baru donasi. Akun itu isinya tentang sebuah usaha membantu pendidikan anak"" Pedalaman Papua.",sadness
1389,"heran aja, harus banget ya klw posting foto FPI disertai nanyain BANSER dimana? pdh BANSER dari kmrn beberapa minggu lalu sdh bergerak ikut menangani covid19, tp keknya gk ada postingan yg nanyain ""FPI dimana?""",surprise
1390,Takut ya....,fear
1391,semangat yaa!! jangan gugup dan omongin baik-baik juga jujur oke!,fear
1392,"U CALL PUN X BERANI,,, NANTI TAKUT KO KENCING,,, RUGI JE AKU KE SANA,,,NANTI",fear
1393,"Ngeri skrg ya bang, sudah tydak seperti dulu",fear
1394,Nyangka krna aku yakin svt bener2 bisa besar sih mereka tuh punya ciri tersendiri beda bgt vibenya juga sukak deh inget bgt dulu dri yg tembok ijo klo kumpul temen yg kpopers juga suka aku setelan vidio mereka dah sampe pada risih wkwkwk ini lagi raf wkwkwk,disgust
1395,"Ye betul, kualiti air sangat2 penting. Nak senang kalau pindah tu tak lma mana, masuk dalam bekas kuih je. Air tak perlu banyak samgat.",joy
1396,Terkejut aku... ingat marah aku tadi,anger
1397,"Setelah sekian lama, aku mimpiin crush jaman kuliah dong mana banyak banget momennya lagi. Sampe kebangun juga masih berasa ini perasaan indah banget wkwk tpi tetep aja ujung2nya sedih karna waktu kutembak dulu ditolak sama dia asemmmm",sadness
1398,tak takut Malaya 63 taun d Sabah &amp; Sarawak 57 taun ari ari 1 bangsa 1 ugama saja d tindas tapi yg mindas sebangsa seugama bukan yg lain bangsa lain ugama ba apa yg mau d takut klu dari start mimang begitu..yg mau takut iala yg tak biasa buat kerja ba,fear
1399,Weh penat gila balik terus tidoq and now bangun kelaparan,disgust
1400,"Belum pernah dikatain bambang rame2 sih, sebel banget gw. Bikin mulut gw murka aja",anger
1401,Asli coy ngeri,fear
1402,"Glad to know, you can't hate others. Benci org dosa, kalo ga seneng, ngomong lgsg aja",joy
1403,". Aku juga excited nunggu Mbak lahiran, ikut deg-degan juga. Huhuhu, syukur kalau gituu! Salam buat si dedek kecil.",joy
1404,Bila kita pakai night scope? Aku benci thermal scope. Kau main dengan sape ni haaa,joy
1405,Untung buat Jokowi rakyat tambah sengsara di depak aseng,anger
1406,"Goblok goblok, najis amit amit dah gw. Btw, kalo si rijik kena corona Gusti Allah murka sama siapa ? Sama Bani kadal al hoakki kan hehehe",anger
1407,Ajing teriak anjing luh bilang tu zul ngk pernah boong yg mulutnya kayak comberan otaknya penuh dgn sirik benci luh habis makan apa brow,anger
1408,ya allah puas rasanya tengok Dato Rizalman sekolahkan vivy &amp; artis artis yg demand bantuan khusus,joy
1409,"SEMANGAT KA! semoga dilancarin ya sidangnya, jangan gugup biar lancar ka",fear
1410,Menangkan diri melawan rasa Kecewa,sadness
1411,Yg terakhir kok gua jijik ya:'),disgust
1412,Mbangun 57 lantai dlm 11 hari? Takut pak itu semennya udah pd kering blm ya?,fear
1413,Kalau bersih kenapa risih,disgust
1414,"Jika manusia murka dengan apa yang dia dapatkan di dunia ini, maka Tuhan juga bisa melakukan hal yang sama",fear
1415,Gue ga di aduk..jijik aja liat nya klu diaduk..,disgust
1416,Gx kuat aku reporter aja ampe terpesona ma nunu,surprise
1417,"Setuju! Lalu sujud syukur krn ga perlu buang waktu memproses interview, ud dikeiatanin bobroknya pelamar..",joy
1418,Seru si tapi ga puas aja wkwk,joy
1419,knp smpai segitu benci nya km knp harus aku yg jadi kyk gini gmn aku mau lanjutin hidup ku kasih aku satu kesempatan utk berjumpa dgn mu spya hati ini tenang... dewasa la... aku cuma ingin tau apa yg semua terjadi... jgn dulu pake emosi,anger
1420,"Scroll gambaq pastu nampak gmbaq akmal yg baru baru ni dia hntaq tunjuk dia botakkkk. Pernah skali dia tanya , ""cenna kalau abang botak, not like botak licin but botak ada rambut sikit"" At first terkejut pastu macam, it is up to you. I still love you hehe",surprise
1421,Atuh iya lah pingin puas ma sy,joy
1422,gugup bgt liat org nyindir kaya tkt ak yg disindir pdhl blm tntu tp tkt aj gt,fear
1423,Kok gue jijik yauu,disgust
1424,Kamu SOpan Aku Senang,joy
1425,"Halah gue ngerasain hal itu, cmn risih aja gara"" telat dikit doang harus spam spam wkwk",disgust
1426,"Mungkin saat nanti kita bersama , kan berbagai rasa dalam suka duka :')",sadness
1427,"Gua jijik wkkw mang ngapa? Terlepas dia balas gua pake karya dia ya bodo amat sih gamikirin itu, pokonya yang gua liat diatas, iti bikin gua jijik nyengir.",disgust
1428,[malu banget],sadness
1429,"serius jeung percaya eta pamaeh, mun serius teu satuju eta jadi bahan bercandaan beda deui. karunya eta corona teh musibah keur duka di china",sadness
1430,Maksut saya tuh motor apa aja ya salah apa lg motor busuk. Kek takut aja notor ilang,fear
1431,Aww jadi malu Jangan lupa sarapan,sadness
1432,ak gabisa marah bisanya cuma nangis,sadness
1433,Terkejut qkak,surprise
1434,"Beliin lu boba 1 gelas keburu diminum sendiri div gatau kapan bisa ngasihnya,kalo 5 liter kan gabakal gue minum ngeri diabetes aja wkwk",fear
1435,Bener gk tersinggung juga jdnya,anger
1436,Belum puas dia rasa AZAB dari TUHAN yang di berikan untuk'nya.. Menyandang status Ustadz tapi menyumpahi orang lain. Yang pantas mati kau...,joy
1437,Kannn siot do terkejut aku,surprise
1438,Aku terpesona..,surprise
1439,"Hi bangsat,,,kau mngaku2 muslim. Tdak pernah ada dlm jiwa org muslim sejati yg sprti kau ini ""saat agama/tmpt ibadah nya dinistakan"" dia tdk marah... Sburuk2 org muslim pasti akan murka jka agama/tmpt ibadah nya dinistakan.",anger
1440,Aku bangga memiliki kalian..,joy
1441,"Temanku emang banyak tp yg aku anggap sahabat-saudara cuma satu, kamu. Hah g tw jg sih, aku ini masih sahabat mu atau bukan hehe. Makanya pas kamu dm aku, aku kaget, marah, seneng sekaligus kesal.",anger
1442,"Sebetulnya agama Islam jg tdk membolehkan merusak tempat memuja sesembahan agama lain, tp entah itu para kadrun sukanya kalap rusak2 tempat ibadah agama lain...sy muslim jg heran mrk yg spt kitab sucinya apa",surprise
1443,"AAAAAAA mulai murka nih kerjaannya mulai liatin makanan terus, udh bosen makanan rumah",anger
1444,"aku dah kataaa, shu senang jeeeeeeeee",joy
1445,Cih jijik sama cowo macem gini,disgust
1446,Takut sama lu tem,fear
1447,iya makanya ku kasian sama anak anak nya yang ikut buat kelas itu. kalau mamak mereka tau apa ngga murka. duit yang dia pakai dipakai buat bayar orang biar dilatih tarian yang 1 menit aja nga ada.,sadness
1448,Gua malah jijik sama aroma nya,disgust
1449,"terkejut aku, baru nak tarik selimut HAHAHAHA",surprise
1450,"Capek gaesss, panas gaessss banyak duka Ny gaess gek tekacip atek bis, mk siang dk acak pegi siang, atek bis soalny",sadness
1451,Cebong? Lg terpesona sama itu tuh tuh tuh tuuuuh masa g liat lagi atur langkah kakinya jalan pelan2 sambil langak longok biar dijeprret kamera,surprise
1452,JIJIK LIAT REP2 NY,disgust
1453,Lu semua yg senang saat momoring mau nangis FUCK YOU. Banyak elf juga yg nyuruh heechul putusin momo itu yg kalian sebut senang,joy
1454,HUFT AKU GUGUP.,fear
1455,"Emang dasarnya benci Anis, tapi kita bisa lihatlah partai mqnq yg ngotot, kelompok mana itu pasti kacung2 reklamasi yg gagal mereka dendam kepada P Anis",anger
1456,Biar bang alif makin terpesona ngeliat lu nisss ett wkwk,surprise
1457,Kan aku dah cakap lenkali makan kobis dekat mamak je senang,joy
1458,"terkejut tibe naik call even aku call sekali je dia tadi, selalu dia susah sedar babee .",surprise
1459,Ngeri jg,fear
1460,Untung gak separah gua hih ngeri orang jaman sekarang ungkit ungkit masa lalu,fear
1461,Tapi aku kadang kesal sama cube,anger
1462,"Jika kamu sedang jatuh, bertindaklah layaknya pemenang Sahabat. Segeralah bangkit dan buat dunia terpesona",surprise
1463,Ngeri kali bu,fear
1464,"Iyaa Dee, bangga banget denger speech dia masih gak nyangka itu Jeno yg semalem",joy
1465,"video bokep tuh panjang2 durasinya apa ga sakit ya, gue kmren lebih dari 10 menit aja rasanya risih banget.",disgust
1466,"emang si villain ribet amat, kek apaansi lo drama banget tapi seenggak sukanya w sama dia tetep aja sedih",sadness
1467,"Heran juga saya sama MUI, org macam Ayah Naen kok bs jd Wakil Ketua MUI. Emang gak ada org lain di Indonesia ini yg lebih baik akhlak dan ilmunya???",surprise
1468,Bikin Senang.,joy
